"IWaveTheta [deg]","MonostaticRCSTotal [] - Freq='3.59GHz' IWavePhi='0deg'","MonostaticRCSTotal [] - Freq='3.59GHz' IWavePhi='90deg'"
0,1.74756345236623,0.881523509812279
6,0.0468960003215125,0.0371012595143731
12,0.0232956766716163,0.00378561044799974
18,0.00253983318836031,0.000777179377590681
24,0.00668331680483937,0.0105800823205864
30,0.00944737817763766,0.00563382822841067
36,0.00219990451072584,0.000488490603772136
42,3.70983398995632E-05,1.08015624581301E-06
48,4.13272217205303E-05,0.000513939075728324
54,0.00225475408555392,0.00566840778697408
60,0.00937289099422864,0.0104647194397048
66,0.00670179748434347,0.00074254791841954
72,0.00255280173889676,0.00382822906184833
78,0.0217218249955837,0.0355930434952442
84,0.049022543069205,0.889005137392235
90,1.76041463554214,0.889835132533907
96,0.0488350221953427,0.0356176057911043
102,0.0222948223618229,0.00387227259298654
108,0.00249249363204098,0.000844543380332009
114,0.00677638502703374,0.0104817412894048
120,0.009331861939545,0.00560198209929052
126,0.00220969727351551,0.000498488248831891
132,3.91890812027281E-05,6.38332984706486E-07
138,3.94336083095571E-05,0.000500511175724203
144,0.00221670019626523,0.00560639267854814
150,0.00927694817273522,0.0102543955958081
156,0.0064071089561369,0.000724506953039904
162,0.0026458490221144,0.0035786460844911
168,0.0223056586689383,0.0366429302394711
174,0.0467776666715964,0.879812462080136
180,1.74756294263543,1.73247086351024
186,0.871094493076751,0.0456301695538744
192,0.0354831594552913,0.0215970996492936
198,0.00439656773900873,0.00273263039394742
204,0.000662778622833004,0.00709466332946325
210,0.0111814694979494,0.00984913811075534
216,0.00578360154666946,0.00221394933521803
222,0.000473656428776243,3.1624411526058E-05
228,1.20405657115898E-06,4.14254899812098E-05
234,0.000536262738825062,0.00236025818235398
240,0.00591537363953411,0.0097160144470339
246,0.0107583900260962,0.00690437128405368
252,0.000864708052794824,0.00252192860328168
258,0.00375276890566429,0.0217456606525874
264,0.0362052913385133,0.0478634922278329
270,0.888386914647941,1.76340877763136
276,0.888884311275855,0.048169693230586
282,0.0360701968683359,0.0218036831368863
288,0.00387529724976605,0.00250765053158015
294,0.00079034942343065,0.00690064329512422
300,0.0108141088982356,0.00969532317236588
306,0.00582651245861135,0.00229355914905949
312,0.000515832210018573,4.05955198585791E-05
318,7.85267446647243E-07,4.21337949221414E-05
324,0.000528607292379996,0.00234789010644706
330,0.00601138018107109,0.0101990634640075
336,0.0117651811748031,0.00787784828399705
342,0.00102009008643714,0.00238094355276364
348,0.00442756907889347,0.0223529644165388
354,0.0357646504875476,0.0454340477013684
360,1.74756345236623,0.881523509812279
