"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
0.99,0.175412830977174,12.2933233849284
0.99622,0.171797891033696,12.4242435174741
1.00244,0.168453315272831,12.5558894762086
1.00866,0.165374903914912,12.6883025662074
1.01488,0.162558805402669,12.8215267675645
1.0211,0.160001539815873,12.9556089441705
1.02732,0.157700025312633,13.090599074663
1.03354,0.155651608061628,13.2265505083405
1.03976,0.153854096211437,13.3635202492515
1.04598,0.152305798541112,13.5015692721643
1.0522,0.151005568555133,13.64076287471
1.05842,0.149952854929852,13.7811710706755
1.06464,0.149147759394242,13.9228690302525
1.07086,0.14859110334265,14.0659375740187
1.07708,0.148284504741341,14.2104637286059
1.0833,0.148230467217229,14.356541353417
1.08952,0.148432483622139,14.5042718494551
1.09574,0.148895156871689,14.653764963395
1.10196,0.149624341492601,14.8051397025448
1.10818,0.150627310112992,14.9585253794298
1.1144,0.151912950147527,15.114062808532
1.12062,0.153491997229179,15.2719056824256
1.12684,0.155377313612143,15.432222160412
1.13306,0.157584221937718,15.5951967101136
1.13928,0.160130907585358,15.7610322517617
1.1455,0.163038906555027,15.9299526667023
1.15172,0.166333700769942,16.1022057467365
1.15794,0.170045449306846,16.278066680373
1.16416,0.174209893006659,16.4578421973831
1.17038,0.178869482133117,16.6418755262613
1.1766,0.184074793603799,16.8305523631609
1.18282,0.189886327850888,17.0243081096881
1.18904,0.196376808624396,17.2236367164061
1.19526,0.203634156670775,17.4291015775429
1.20148,0.211765377374966,17.6413490726801
1.2077,0.220901704429702,17.8611255618484
1.21392,0.231205494459909,18.0892989398198
1.22014,0.242879600808964,18.3268862872911
1.22636,0.256180317671055,18.5750897899354
1.23258,0.271435562650204,18.8353440412303
1.2388,0.289070904289955,19.109379281832
1.24502,0.309647607367553,19.3993073583169
1.25124,0.333919557894908,19.7077407226873
1.25746,0.36292069477527,20.0379605447436
1.26368,0.39810332164271,20.3941595981365
1.2699,0.44156437849618,20.7818020106974
1.27612,0.496430133125362,21.2081709264961
1.28234,0.567539976426832,21.6832275875095
1.28856,0.662726773571819,22.2210025744551
1.29478,0.795366137947445,22.841921416521
1.301,0.989838531773096,23.5767906754328
1.30722,1.2943113002638,24.4736093632002
1.31344,1.81396944586319,25.6078417086807
1.31966,2.80815735192845,27.085129409983
1.32588,4.99712780398709,28.9124299938558
1.3321,10.1578011071228,29.670157386096
1.33832,15.5242942745202,22.6305399469854
1.34454,9.8389305226111,16.3488724528024
1.35076,5.13210095179698,17.5078206318841
1.35698,3.24731975905057,19.6610436335003
1.3632,2.52047240789494,21.6509201630342
1.36942,2.32525824280552,23.5561333846123
1.37564,2.48984897163006,25.5730288248252
1.38186,3.06496760805523,27.9400956284847
1.38808,4.37682299814381,31.0023016782709
1.3943,7.50457236428274,35.2710711377172
1.40052,16.3028622299346,40.4596802381067
1.40674,37.2273554078369,32.3912397876201
1.41296,28.4946757799126,4.92392242421971
1.41918,12.499539645895,6.0335889370114
1.4254,6.95954641099595,11.1543066628258
1.43162,4.97627949071715,15.2282671805691
1.43784,4.36044109892048,18.6234478780919
1.44406,4.56479934509609,21.8587058945594
1.45028,5.67879626742724,25.3933301414251
1.4565,8.53013986680516,29.6903036370623
1.46272,15.9819737541941,34.5208008091951
1.46894,33.7655646038275,30.8147642253333
1.47516,33.5999494738665,3.83165301086708
1.48138,15.3718064715924,0.631928009251496
1.4876,8.09091754708032,6.13915674715055
1.49382,5.65442956897654,11.0734442104215
1.50004,5.25196597375596,15.4455675255792
1.50626,6.56695961204661,19.9974395164178
1.51248,11.3262402343262,25.2622546161864
1.5187,25.7316940096213,26.7230346082494
1.52492,33.6287554219698,2.2689824455911
1.53114,14.9514879899193,-5.07204215449909
1.53736,6.88702998420566,-0.533353558766561
1.54358,3.9035562747344,3.2243052302456
1.5498,2.55492472568855,5.85524126917679
1.55602,1.83965589060856,7.77496816099503
1.56224,1.41525993402915,9.25152872990162
1.56846,1.14254600011781,10.438786606164
1.57468,0.956842881591873,11.4280033650527
1.5809,0.824872265509178,12.2761580710944
1.58712,0.728101079743928,13.0206295510054
1.59334,0.655547055093024,13.687049335813
1.59956,0.600376073105339,14.2937022414612
1.60578,0.5581710693719,14.8541111045156
1.612,0.525997479570708,15.3786238024236
1.61822,0.501874049267214,15.8754295406005
1.62444,0.484462162274691,16.3512374262886
1.63066,0.472879488902695,16.8117502978172
1.63688,0.466588492583009,17.2620133349265
1.6431,0.465333297986837,17.7066877435632
1.64932,0.469111087897102,18.1502838463465
1.65554,0.478171976740019,18.5973797986618
1.66176,0.493047053998954,19.0528493233791
1.66798,0.514609847409556,19.522123428618
1.6742,0.544183548469113,20.0115174414675
1.68042,0.583717357135241,20.5286676811735
1.68664,0.636074468753583,21.0831457062945
1.69286,0.705510027006848,21.6873602351739
1.69908,0.798488107971944,22.3579332399412
1.7053,0.925134524139803,23.1178790504902
1.71152,1.10195001174563,24.0001894996244
1.71774,1.35718827837694,25.0539743388738
1.72396,1.74231838974997,26.3554199191837
1.73018,2.35873445435015,28.0280589925581
1.7364,3.42728663924281,30.2804392779913
1.74262,5.49579043618519,33.4656021745994
1.74884,10.159642140086,38.0389702023182
1.75506,22.584582739929,42.6102796968134
1.76128,46.3397524852237,27.2423286816374
1.7675,31.9648157169832,-3.24342952093368
1.77372,14.0205229825791,-2.32038864610006
1.77994,7.03964305600267,2.75029352118124
1.78616,4.1272960817007,6.52182921363135
1.79238,2.70760857683853,9.15745903686155
1.7986,1.92558710989905,11.0660814780634
1.80482,1.45406052190074,12.5102839686271
1.81104,1.14972010808111,13.6467264440664
1.81726,0.94266220343801,14.5710738532223
1.82348,0.795780509895002,15.3440675042301
1.8297,0.688006847413327,16.0057991856916
1.83592,0.606709039954076,16.5836738701366
1.84214,0.543965545018463,17.0970102792223
1.84836,0.49461939449356,17.5597993381624
1.85458,0.455205702068188,17.9824170146891
1.8608,0.423333140504122,18.3727223068992
1.86702,0.397313063711637,18.7367815435667
1.87324,0.375929497017477,19.0793586268681
1.87946,0.358292235721172,19.4042546355533
1.88568,0.343740575430831,19.7145480796064
1.8919,0.331778781728375,20.0127681838577
1.89812,0.32203197296029,20.3010221361674
1.90434,0.314215441970746,20.5810901399097
1.91056,0.308113019255334,20.8544976094062
1.91678,0.303561646194209,21.1225709331655
1.923,0.300440302415725,21.3864813091407
1.92922,0.298662052980446,21.6472798704256
1.93544,0.298168386453055,21.9059264483515
1.94166,0.298925285854875,22.1633137247441
1.94788,0.300920660900757,22.4202881184537
1.9541,0.30416290318913,22.6776684770985
1.96032,0.30868042657686,22.9362634675258
1.96654,0.314522136905536,23.1968884556852
1.97276,0.321758849117226,23.4603826260258
1.97898,0.330485744629397,23.7276271072906
1.9852,0.340826046693121,23.9995649475532
1.99142,0.352936197006485,24.2772239253789
1.99764,0.367012957308332,24.5617434134628
2.00386,0.383303055549573,24.8544068548324
2.01008,0.402116278705175,25.1566819152655
2.0163,0.423843332368281,25.4702711099062
2.02252,0.448980420166641,25.7971767780841
2.02874,0.478163474891233,26.139785873206
2.03496,0.512216520444917,26.5009824253273
2.04118,0.552221146284901,26.8842991816731
2.0474,0.599618225962395,27.2941256004066
2.05362,0.656360083927399,27.7359983702148
2.05984,0.725143739411846,28.2170152310185
2.06606,0.809778435357587,28.7464371579166
2.07228,0.915783288351471,29.3365854335508
2.0785,1.05139493086199,30.0042128846067
2.08472,1.22933907135119,30.7726597383474
2.09094,1.47010150374473,31.6753468485669
2.09716,1.80832784882285,32.7616121256093
2.10338,2.30624223165778,34.1067223587987
2.1096,3.08423272616728,35.8291619133265
2.11582,4.39794518355641,38.1183535006845
2.12204,6.856652253591,41.2578544939225
2.12826,12.1099884612398,45.4422440174209
2.13448,24.696845645,48.4960526504546
2.1407,45.0782937126765,33.3266719515124
2.14692,33.7848165180389,5.30522458091901
2.15314,15.6989327312247,4.29638420207068
2.15936,8.0509202490787,8.98888361242475
2.16558,4.77236753267021,12.7795825629426
2.1718,3.15545117220726,15.5092316293135
2.17802,2.2588110235912,17.5212481660291
2.18424,1.7153617119552,19.0645476093057
2.19046,1.36267327766439,20.2933349145632
2.19668,1.12105407255847,21.3032111050593
2.2029,0.948180483398951,22.1551271060672
2.20912,0.820295632524999,22.8891564653475
2.21534,0.723723628146675,23.5324058586017
2.22156,0.650787143608271,24.1037356214026
2.22778,0.597737523402647,24.6167593792133
2.234,0.563611773055815,25.0819166244328
2.24022,0.549449977703826,25.5080205146158
2.24644,0.557552589964485,25.9034198783847
2.25266,0.590648508434162,26.2767295149225
2.25888,0.651060743509614,26.6370118474853
2.2651,0.740148269224129,26.9933905594156
2.27132,0.858339974649775,27.3543017110181
2.27754,1.00590069654314,27.7267563246519
2.28376,1.18432115172288,28.1159137223413
2.28998,1.39814727393298,28.5249429644622
2.2962,1.65727450650474,28.9547076538069
2.30242,1.98012949684033,29.4022007574098
2.30864,2.39843057258938,29.8552846545464
2.31486,2.96305752453987,30.2774650354576
2.32108,3.7409694050607,30.5672846128367
2.3273,4.74486124054022,30.4737273409349
2.33352,5.62290796829127,29.6007142409338
2.33974,5.40523395782471,28.1721662959788
2.34596,4.03212732791219,27.5827474617907
2.35218,2.77922945783564,28.1602620521839
2.3584,2.1125404858196,29.2048376671827
2.36462,1.87709701436812,30.3448277741021
2.37084,1.92292645279109,31.5222027219763
2.37706,2.21200424307621,32.7889334657663
2.38328,2.82803626379811,34.2374963535799
2.3895,4.06284450795667,35.9619605165207
2.39572,6.69148380776649,37.8189843978102
2.40194,12.0235113609438,37.9682707826583
2.40816,16.3796985703585,31.7046163297161
2.41438,12.7732652886603,26.326684865285
2.4206,9.61819638623222,26.5199027059817
2.42682,10.0451689354194,27.0172857476512
2.43304,9.28966480221987,22.8002774561124
2.43926,4.2022844181262,23.3279660109965
2.44548,2.5403955067265,25.641879864733
2.4517,2.01660124751901,27.2691866016216
2.45792,1.80317983483384,28.4715802411571
2.46414,1.7038117358906,29.4470552691262
2.47036,1.65793469334594,30.2972327587291
2.47658,1.64257182380611,31.0796654006458
2.4828,1.64836224126043,31.8320905135089
2.48902,1.67253844578136,32.583635481455
2.49524,1.71704163435763,33.3609361069903
2.50146,1.78903555660319,34.1924733693067
2.50768,1.90366472854004,35.1127264953436
2.5139,2.0905399195313,36.1671085428814
2.52012,2.40810416510502,37.417993336571
2.52634,2.97621939475124,38.9492419780786
2.53256,4.05160190282434,40.8521313337765
2.53878,6.18998248340356,43.1079141409813
2.545,10.418440436691,45.028366136321
2.55122,13.9325409128426,46.2250296623848
2.55744,19.2751694023304,46.4069627028486
2.56366,26.4967231120286,43.3927590805986
2.56988,32.2603332421313,34.2937932302986
2.5761,29.9039945388509,22.328351054815
2.58232,21.3253983070011,16.1380963019548
2.58854,13.690714952756,15.9065482532897
2.59476,8.83339972419464,17.8752168575973
2.60098,5.95044879630044,20.1562101936656
2.6072,4.21351173702019,22.2132664192289
2.61342,3.12832942612973,23.9649655885584
2.61964,2.42435968963697,25.4468922570394
2.62586,1.95234756532275,26.7134210764949
2.63208,1.62718930963046,27.8130403221347
2.6383,1.39847921644818,28.7842377726373
2.64452,1.23525286851852,29.6565797607545
2.65074,1.11785325263789,30.4526863376242
2.65696,1.03343948203452,31.1900024034898
2.66318,0.973418088970718,31.8821702785999
2.6694,0.931924695152089,32.5400447760507
2.67562,0.904899368322438,33.1724344447729
2.68184,0.88950851833487,33.7866443113288
2.68806,0.883775293305813,34.3888777672999
2.69428,0.886339097101507,34.9845393644616
2.7005,0.896297381325965,35.5784682711127
2.70672,0.913101454825604,36.1751236356283
2.71294,0.936488997175547,36.7787372651338
2.71916,0.966442612009709,37.3934451145648
2.72538,1.00316795249703,38.0234065448535
2.7316,1.04708774137071,38.6729187772943
2.73782,1.09885001434977,39.3465332132638
2.74404,1.15935053662417,40.0491801819967
2.75026,1.22977086505319,40.7863091913721
2.75648,1.31163520509907,41.5640529392813
2.7627,1.40689131531948,42.3894253410696
2.76892,1.51802360403191,43.270566906069
2.77514,1.64821077792805,44.2170553868014
2.78136,1.80154679345458,45.2403064163109
2.78758,1.98335384624749,46.3540989287739
2.7938,2.20063214669973,47.575275249151
2.80002,2.4627175770312,48.9246885952667
2.80624,2.78226284969579,50.4285058065391
2.81246,3.17673522504098,52.1200276074756
2.81868,3.67076284262641,54.042274280727
2.8249,4.29992006471619,56.251719651401
2.83112,5.11704137411842,58.8237677165894
2.83734,6.20316027136399,61.8608847324878
2.84356,7.68730038502009,65.5047202001906
2.84978,9.78409781006888,69.9538408493552
2.856,12.8694343383931,75.4875455284082
2.86222,17.6420833754375,82.4873495153535
2.86844,25.4904909474051,91.4014765686798
2.87466,39.3511881261092,102.368692231621
2.88088,65.4687719729487,113.098944856596
2.8871,113.060380699529,109.469990084927
2.89332,163.034152618278,53.3417661617742
2.89954,140.152189678662,-26.9939118557085
2.90576,84.5463206459488,-49.7625469947957
2.91198,49.5636260794529,-42.5614244201245
2.9182,31.1235519941447,-31.1691926947025
2.92442,20.9969736256398,-21.3269703558957
2.93064,15.0181593083185,-13.5288140430063
2.93686,11.2463144818105,-7.38465211908385
2.94308,8.73259149124803,-2.47497295846172
2.9493,6.98095520149246,1.52161481100387
2.95552,5.71518386325107,4.83560974740467
2.96174,4.77276030669356,7.63105506765256
2.96796,4.05346571669863,10.0258994308951
2.97418,3.49297336755369,12.1063231565841
2.9804,3.04855558029698,13.9364103442505
2.98662,2.69098326600049,15.5646499215874
2.99284,2.39974652229895,17.028345002096
2.99906,2.16013343965572,18.3566465747388
3.00528,1.96138841445558,19.5726747110675
3.0115,1.79551889093582,20.6950265540477
3.01772,1.65650342028863,21.7388661441685
3.02394,1.53975490962866,22.7167249056138
3.03016,1.44175023016165,23.6390991795712
3.03638,1.35977085962711,24.5149036916172
3.0426,1.2917193881491,25.3518218026655
3.04882,1.23598918005983,26.1565814359522
3.05504,1.19137242746823,26.9351775951312
3.06126,1.15699709418618,27.6930570819273
3.06748,1.13228695362862,28.4352775773129
3.0737,1.11694182256401,29.166651189812
3.07992,1.11093778878127,29.8918816592476
3.08614,1.11455038283381,30.6157045978761
3.09236,1.12840823851985,31.3430416294238
3.09858,1.15359267009269,32.0791824851475
3.1048,1.19181369101893,32.8300147678166
3.11102,1.24572437809085,33.6023300052389
3.11724,1.31950563954436,34.4042459049499
3.12346,1.42002216723113,35.2457863935043
3.12968,1.55928744577192,36.1395818284507
3.1359,1.76018487028402,37.1011045148912
3.14212,2.07075935437363,38.1446492725492
3.14834,2.59859755372481,39.252360761085
3.15456,3.52788392251902,40.1985244979341
3.16078,4.4586907622938,40.2575578519302
3.167,3.99560846755117,40.3463592935459
3.17322,3.47480194135271,41.7277200577323
3.17944,3.53571409052442,43.5909455715356
3.18566,3.99565838704669,45.6914064301434
3.19188,4.81064504371646,48.0948703372057
3.1981,6.08195393360334,50.9400558520453
3.20432,8.06858994649232,54.4134196613677
3.21054,11.3088074650669,58.7448708162932
3.21676,16.9429095887601,64.1086835979193
3.22298,27.4489905910282,69.9938487632719
3.2292,47.3672135733561,72.0890774170014
3.23542,75.0231443365328,54.1555263471444
3.24164,75.9051482250028,12.6111364624291
3.24786,48.6458722017289,-6.55216593483343
3.25408,28.4135943207108,-5.01624913951799
3.2603,17.6664686653716,0.665099739981172
3.26652,11.8907105281893,5.91381967239133
3.27274,8.56247656601163,10.1381642900801
3.27896,6.5117023065624,13.4830973825972
3.28518,5.1804799773205,16.1585488780045
3.2914,4.29334753766973,18.3267929443954
3.29762,3.74233241531043,20.104720062126
3.30384,3.55451059866731,21.7438645967585
3.31006,3.16467942411219,23.4813141152847
3.31628,2.70761340212866,24.7228695559784
3.3225,2.46343483755722,25.7986599545243
3.32872,2.40947178548469,26.9089896091737
3.33494,2.43087103659916,27.9807495779918
3.34116,2.5566604021724,29.0376092656956
3.34738,2.84387204149195,30.0975911500125
3.3536,3.40449321929591,31.1531246357668
3.35982,4.44667879454722,32.0895910802337
3.36604,6.21633138182411,32.4124155843253
3.37226,8.15112677386774,30.9570666132105
3.37848,7.81165480157524,28.1047136882751
3.3847,5.476115233727,26.962873136182
3.39092,3.58550772178318,27.4773996874543
3.39714,2.48847662545658,28.4245732753799
3.40336,1.86547379939327,29.3610231134258
3.40958,1.49329862238572,30.2027868420123
3.4158,1.25773367019013,30.953155151729
3.42202,1.10106977216107,31.6300019374217
3.42824,0.992775889626134,32.2499963452685
3.43446,0.915755827162327,32.8261816318084
3.44068,0.859889039187976,33.3683800230169
3.4469,0.818865386424197,33.8839849635253
3.45312,0.7885558487377,34.3786312784808
3.45934,0.766133117943416,34.856684592854
3.46556,0.749576328049251,35.321583804807
3.47178,0.73738201215175,35.7760781756038
3.478,0.728391010796121,36.2223916067947
3.48422,0.721683804330445,36.662337088627
3.49044,0.716518493182394,37.0973971787652
3.49666,0.712297129033841,37.5287816545113
3.50288,0.708552292825946,37.9574705726568
3.5091,0.704949100276923,38.3842493046969
3.51532,0.701299338179567,38.8097412362901
3.52154,0.697584754786791,39.234443333764
3.52776,0.693985958146582,39.6587692968764
3.53398,0.690912198131681,40.0831041300914
3.5402,0.689025922369883,40.5078722974379
3.54642,0.689255009587453,40.9336189578507
3.55264,0.692785772054353,41.3611002364562
3.55886,0.7010319160469,41.7913747239541
3.56508,0.715578969704153,42.225885594803
3.5713,0.738109728655573,42.6665223066618
3.57752,0.770322575845079,43.1156538048393
3.58374,0.813859076313514,43.576131444184
3.58996,0.87025831355283,44.051268023682
3.59618,0.940952576768946,44.5448070433302
3.6024,1.02731349063995,45.0609013114668
3.60862,1.13075205049503,45.6041213602268
3.61484,1.25287311507341,46.1795124772692
3.62106,1.39568692887839,46.7927165672034
3.62728,1.56188863920113,47.4501740009016
3.6335,1.75523301073761,48.1594232623732
3.63972,1.98105880344098,48.9295241185893
3.64594,2.24706318223487,49.771644251534
3.65216,2.56450803679289,50.6998701462971
3.65838,2.95019393712801,51.7323281346912
3.6646,3.42984439298058,52.8927169280212
3.67082,4.04418718278638,54.2123006227524
3.67704,4.86043683508152,55.7320679058594
3.68326,5.99513081992359,57.5032745502846
3.68948,7.66183195681936,59.578556041043
3.6957,10.2733241433001,61.9610167380565
3.70192,14.6418639193197,64.3748007270929
3.70814,22.1038391548743,65.3371130320255
3.71436,32.2662249553845,59.8845335631791
3.72058,34.5617141601963,45.1437628556071
3.7268,24.2612436643842,36.6519880202637
3.73302,15.2811881328999,38.095199461285
3.73924,10.7882517956883,42.2965827370244
3.74546,8.9652269433713,46.6591613175872
3.75168,8.66154662964612,50.8640182138486
3.7579,9.49272632365848,55.0812521473205
3.76412,11.5875808054197,59.5430764772959
3.77034,15.6444799794523,64.3647763871892
3.77656,23.3207599370488,68.9770015575128
3.78278,37.2080151122284,69.7163307947254
3.789,53.275631475282,55.8629417872476
3.79522,49.2324914578901,31.6149044960778
3.80144,31.8637525072159,23.8595159174034
3.80766,20.2641012397217,27.226436981979
3.81388,14.4024040909128,32.5770244920664
3.8201,11.565090511489,37.6285512557807
3.82632,10.3198023096315,42.1638400715791
3.83254,10.0330310387971,46.3418556825829
3.83876,10.4502177080007,50.3519920808542
3.84498,11.5183878766389,54.3576818419258
3.8512,13.3299130957373,58.4887919846877
3.85742,16.1317599632929,62.8225671074498
3.86364,20.3832043334488,67.3076678291074
3.86986,26.8309569032366,71.5283458774975
3.87608,36.3694272811671,74.0836786365978
3.8823,48.5995689021141,71.629809427953
3.88852,57.6866336259406,61.0463329995208
3.89474,55.5232712583879,49.7543284182363
3.90096,49.091739190131,49.6756897241017
3.90718,51.3825209469024,58.2145176285887
3.9134,68.5547799123873,64.5031855456895
3.91962,96.5689859360749,50.6251362854226
3.92584,104.789879738343,10.4548256640139
3.93206,81.042361743493,-18.6222205857713
3.93828,54.9551570178556,-24.244609381026
3.9445,37.6292749396351,-20.2396308811093
3.95072,26.9865899596097,-14.2871851983333
3.95694,20.2780203693249,-8.63175383177198
3.96316,15.8500148517164,-3.73452280052988
3.96938,12.7931261894171,0.417806479102308
3.9756,10.5986248123176,3.94081958795389
3.98182,8.97011969645471,6.95351448982173
3.98804,7.72724780857736,9.55581872569833
3.99426,6.75571502334092,11.8269134133596
4.00048,5.98043149653332,13.8285289010381
4.0067,5.3504734731082,15.6087654241931
4.01292,4.83033177043707,17.2053285163324
4.01914,4.39463320152481,18.6480340645519
4.02536,4.02485199441132,19.960688362837
4.03158,3.70720054536213,21.1624865442609
4.0378,3.43124083100846,22.2690537671914
4.04402,3.18894858602831,23.293224823467
4.05024,2.97406916982881,24.2456325245401
4.05646,2.78166567321368,25.1351557428496
4.06268,2.60779636567593,25.9692637489081
4.0689,2.4492808155207,26.7542832911543
4.07512,2.30352785456068,27.4956076148131
4.08134,2.16840735969209,28.1978614554146
4.08756,2.04215353046361,28.8650323536284
4.09378,1.92329110965823,29.5005759839915
4.1,1.81057852340025,30.1075012661693
